,num_reads
LCMT2,32.0
ADAL,97.0
ZSCAN29,25.0
TUBGCP4,135.0
TP53BP1,99.0
MAP1A,5.0
PPIP5K1,15.0
CATSPER2,89.0
PDIA3,1130.0
SERF2,6756.0
HYPK,65.0
MFAP1,165.0
WDR76,87.0
CASC4,169.0
RP11-516C1.1,3.0
CTDSPL2,115.0
CTD-2329K10.1,1.0
EIF3J-AS1,347.0
EIF3J,624.0
SPG11,156.0
PATL2,135.0
B2M,91406.0
TRIM69,138.0
SORD,29.0
DUOX2,3.0
DUOX1,114.0
SHF,17.0
CTD-2651B20.3,6.0
SLC28A2,28.0
GATM,4.0
GATM-AS1,24.0
SPATA5L1,43.0
C15orf48,4.0
SLC30A4,18.0
RP11-96O20.5,9.0
BLOC1S6,219.0
SQRDL,201.0
MYEF2,20.0
RP11-154J22.1,20.0
DUT,664.0
CEP152,36.0
EID1,1142.0
SECISBP2L,140.0
COPS2,192.0
GALK2,136.0
FAM227B,27.0
RP11-295H24.4,4.0
FGF7,14.0
DTWD1,148.0
SLC27A2,5.0
GABPB1,568.0
GABPB1-AS1,1748.0
CTD-3110H11.1,25.0
USP8,461.0
TRPM7,141.0
SPPL2A,152.0
CTD-2378E12.1,11.0
AP4E1,32.0
DMXL2,12.0
LYSMD2,483.0
TMOD2,31.0
TMOD3,226.0
RP11-56B16.4,3.0
LEO1,126.0
MAPK6,82.0
GNB5,240.0
CTD-2184D3.6,5.0
RP11-430B1.2,15.0
MYO5A,46.0
ARPP19,230.0
FAM214A,73.0
UNC13C,4.0
RSL24D1,2952.0
RAB27A,104.0
PIGBOS1,229.0
PIGB,39.0
CCPG1,184.0
DYX1C1,10.0
RFX7,20.0
TEX9,3.0
ZNF280D,134.0
RP11-323F24.3,4.0
TCF12,52.0
LINC00926,2.0
MYZAP,1.0
POLR2M,157.0
RP11-344A16.2,7.0
LIPC,3.0
ADAM10,210.0
FAM63B,86.0
RNF111,61.0
SLTM,659.0
GTF2A2,472.0
BNIP2,394.0
ANXA2,196.0
ICE2,228.0
RORA-AS1,10.0
RORA,610.0
CTD-2501E16.2,4.0
RP11-219B17.3,2.0
VPS13C,211.0
RP11-299H22.1,3.0
TLN2,2.0
TPM1,71.0
RP11-244F12.3,2.0
LACTB,130.0
RPS27L,2736.0
RAB8B,152.0
APH1B,65.0
AC007950.2,29.0
USP3,216.0
USP3-AS1,5.0
FBXL22,35.0
HERC1,163.0
DAPK2,6.0
FAM96A,266.0
SNX1,187.0
SNX22,11.0
PPIB,1611.0
CSNK1G1,61.0
KIAA0101,26.0
TRIP4,83.0
ZNF609,121.0
OAZ2,332.0
AC100830.4,5.0
AC100830.5,7.0
AC100830.3,8.0
PIF1,5.0
PLEKHO2,28.0
ANKDD1A,7.0
CTD-2017F17.2,14.0
SPG21,361.0
MTFMT,98.0
UBAP1L,11.0
PDCD7,312.0
CLPX,183.0
PARP16,69.0
DPP8,151.0
HACD3,193.0
VWA9,100.0
SLC24A1,8.0
DENND4A,107.0
RAB11A,400.0
MEGF11,38.0
DIS3L,143.0
TIPIN,1118.0
MAP2K1,338.0
CTD-3185P2.1,39.0
SNAPC5,226.0
RPL4,17520.0
ZWILCH,33.0
LCTL,8.0
SMAD3,128.0
AAGAB,71.0
IQCH-AS1,23.0
C15orf61,232.0
RP11-502I4.3,7.0
MAP2K5,82.0
PIAS1,394.0
CALML4,4.0
CLN6,103.0
FEM1B,58.0
ITGA11,7.0
ANP32A,534.0
SPESP1,4.0
GLCE,13.0
RPLP1,98493.0
RP11-253M7.4,5.0
TLE3,213.0
LRRC49,1.0
MYO9A,74.0
SENP8,11.0
PKM,1273.0
PARP6,60.0
HEXA,397.0
HEXA-AS1,5.0
RP11-1007O24.3,4.0
RP11-1007O24.2,13.0
ARIH1,196.0
BBS4,64.0
ADPGK,309.0
ADPGK-AS1,3.0
NEO1,13.0
NPTN,58.0
CD276,3.0
LOXL1-AS1,17.0
LOXL1,2.0
STOML1,33.0
PML,95.0
RP11-247C2.2,4.0
UBL7,218.0
UBL7-AS1,103.0
ARID3B,94.0
CLK3,281.0
EDC3,45.0
CSK,336.0
ULK3,118.0
SCAMP2,431.0
MPI,130.0
FAM219B,128.0
COX5A,843.0
RPP25,54.0
PPCDC,32.0
C15orf39,22.0
COMMD4,107.0
RP11-817O13.9,3.0
NEIL1,23.0
MAN2C1,126.0
RP11-817O13.8,18.0
SIN3A,223.0
PTPN9,34.0
SNUPN,194.0
IMP3,976.0
CTD-2026K11.4,58.0
CTD-2026K11.5,4.0
SNX33,3.0
UBE2Q2,168.0
FBXO22,216.0
NRG4,7.0
TMEM266,3.0
ETFA,219.0
SCAPER,273.0
RCN2,457.0
PSTPIP1,164.0
TSPAN3,128.0
PEAK1,8.0
HMG20A,64.0
TBC1D2B,74.0
CIB2,13.0
IDH3A,107.0
DNAJA4,33.0
WDR61,281.0
IREB2,245.0
HYKK,29.0
PSMA4,593.0
CHRNA5,5.0
RP11-335K5.2,4.0
MORF4L1,1573.0
CTSH,16.0
TMED3,218.0
MTHFS,213.0
ST20-MTHFS,9.0
ST20,42.0
ST20-AS1,15.0
BCL2A1,239.0
ZFAND6,427.0
FAH,25.0
RP11-210M15.2,3.0
ARNT2,3.0
ABHD17C,3.0
MESDC2,416.0
RP11-775C24.5,4.0
MESDC1,163.0
IL16,1110.0
STARD5,10.0
TMC3-AS1,5.0
CTD-2240J17.4,4.0
RP11-499F3.2,2.0
EFTUD1,25.0
SAXO2,4.0
GOLGA6L10,15.0
GOLGA6L9,9.0
RPS17,23974.0
CPEB1-AS1,3.0
AP3B2,2.0
SNHG21,109.0
FSD2,5.0
WHAMM,272.0
HOMER2,15.0
FAM103A1,276.0
C15orf40,364.0
BTBD1,69.0
RP11-382A20.3,19.0
ADAMTSL3,2.0
GOLGA6L4,4.0
RP11-182J1.17,3.0
ZSCAN2,24.0
RP11-182J1.5,3.0
RP11-182J1.3,9.0
WDR73,260.0
NMB,22.0
SEC11A,696.0
ZNF592,46.0
PDE8A,36.0
AKAP13,523.0
RP11-158M2.3,2.0
KLHL25,31.0
MRPL46,148.0
MRPS11,248.0
DET1,35.0
AEN,186.0
ISG20,892.0
HAPLN3,85.0
MFGE8,126.0
ABHD2,71.0
FANCI,16.0
POLG,129.0
RP11-217B1.2,7.0
MIR9-3HG,9.0
PEX11A,23.0
WDR93,3.0
MESP1,4.0
AP3S2,32.0
ARPIN,3.0
ZNF710,10.0
RP11-617F23.1,6.0
IDH2,286.0
SEMA4B,13.0
CIB1,790.0
GDPGP1,37.0
NGRN,34.0
IQGAP1,205.0
CRTC3,360.0
BLM,24.0
FURIN,25.0
MAN2A2,48.0
HDDC3,260.0
UNC45A,179.0
AC068831.6,2.0
RCCD1,59.0
PRC1,14.0
VPS33B,55.0
AC068831.10,10.0
SLCO3A1,113.0
FAM174B,20.0
RP11-437B10.1,37.0
CHD2,474.0
RGMA,3.0
MCTP2,25.0
RP11-255M2.3,748.0
LINC00924,7.0
IGF1R,100.0
SYNM,8.0
TTC23,3.0
LRRC28,65.0
MEF2A,99.0
LYSMD4,42.0
CTD-2054N24.2,6.0
CTD-3076O17.1,3.0
CTD-3076O17.2,7.0
SPATA41,8.0
RP11-526I2.5,18.0
LINS1,189.0
ASB7,33.0
RP11-66B24.2,3.0
CHSY1,9.0
VIMP,395.0
SNRPA1,278.0
RP11-299G20.2,2.0
PCSK6,2.0
TM2D3,198.0
TARSL2,203.0
RP11-89K11.1,10.0
AC140725.4,2.0
POLR3K,168.0
SNRNP25,96.0
MPG,282.0
NPRL3,193.0
Z69720.2,5.0
Z69666.2,6.0
LA16c-OS12.2,7.0
LUC7L,166.0
FAM234A,59.0
AXIN1,44.0
MRPL28,196.0
TMEM8A,70.0
NME4,242.0
DECR2,8.0
LA16c-359F1.1,4.0
RAB11FIP3,10.0
CAPN15,45.0
PIGQ,54.0
NHLRC4,20.0
RAB40C,38.0
C16orf13,648.0
FAM195A,172.0
AL022341.3,2.0
WDR90,7.0
RHOT2,267.0
RHBDL1,3.0
STUB1,633.0
JMJD8,83.0
WDR24,35.0
FBXL16,56.0
METRN,41.0
FAM173A,100.0
HAGHL,65.0
NARFL,110.0
RPUSD1,77.0
CHTF18,21.0
PRR25,2.0
LMF1,30.0
RP11-161M6.2,17.0
SOX8,2.0
RP11-161M6.3,2.0
CACNA1H,3.0
UBE2I,1056.0
LA16c-358B7.3,42.0
TSR3,203.0
GNPTG,173.0
UNKL,185.0
C16orf91,158.0
CCDC154,8.0
CLCN7,99.0
TELO2,53.0
IFT140,3.0
LA16c-385E7.1,3.0
TMEM204,667.0
CRAMP1,22.0
LA16c-431H6.6,51.0
HN1L,88.0
MAPK8IP3,66.0
NME3,448.0
MRPS34,605.0
EME2,10.0
SPSB3,474.0
NUBP2,299.0
HAGH,391.0
FAHD1,93.0
MSRB1,66.0
NDUFB10,805.0
RPS2,65542.0
SNHG9,277.0
AC005363.11,13.0
TBL3,131.0
NOXO1,4.0
GFER,159.0
SYNGR3,2.0
ZNF598,57.0
SLC9A3R2,18.0
NTHL1,62.0
TSC2,191.0
PKD1,61.0
SNHG19,213.0
TRAF7,80.0
MLST8,97.0
BRICD5,27.0
PGP,244.0
E4F1,87.0
ECI1,84.0
RP11-304L19.11,5.0
RNPS1,825.0
AC009065.4,4.0
RP11-304L19.13,15.0
ABCA3,6.0
CCNF,11.0
RP11-715J22.3,4.0
C16orf59,5.0
TBC1D24,29.0
ATP6V0C,5.0
AMDHD2,136.0
PDPK1,175.0
RP11-20I23.13,4.0
RP11-20I23.6,4.0
CTD-3126B10.1,4.0
KCTD5,111.0
PRSS27,12.0
SRRM2-AS1,8.0
SRRM2,980.0
TCEB2,2046.0
CTD-2270P14.5,13.0
PRSS21,6.0
FLYWCH2,236.0
FLYWCH1,102.0
PAQR4,2.0
TNFRSF12A,1.0
HCFC1R1,214.0
THOC6,157.0
MMP25,10.0
MMP25-AS1,100.0
IL32,3139.0
RP11-473M20.9,10.0
ZNF213-AS1,72.0
ZNF213,30.0
RP11-473M20.16,81.0
ZNF200,100.0
LINC00921,28.0
ZNF263,142.0
TIGD7,32.0
ZNF75A,392.0
LA16c-306E5.2,15.0
MTRNR2L4,8.0
ZSCAN32,78.0
ZNF174,51.0
ZNF597,19.0
NAA60,168.0
CLUAP1,249.0
NLRC3,106.0
LA16c-390H2.4,22.0
SLX4,12.0
DNASE1,202.0
TRAP1,148.0
CREBBP,169.0
ADCY9,8.0
LINC01569,28.0
TFAP4,142.0
PAM16,29.0
CORO7,129.0
DNAJA3,251.0
NMRAL1,158.0
HMOX2,441.0
CDIP1,119.0
RP11-709D24.5,2.0
UBALD1,86.0
MGRN1,178.0
NUDT16L1,339.0
ANKS3,121.0
C16orf71,4.0
ZNF500,124.0
ROGDI,32.0
GLYR1,167.0
UBN1,191.0
PPL,28.0
RP11-165E7.1,13.0
NAGPA,154.0
ALG1,52.0
EEF2KMT,57.0
METTL22,61.0
ABAT,42.0
TMEM186,82.0
PMM2,29.0
RP11-77H9.2,5.0
CARHSP1,393.0
RP11-77H9.5,3.0
USP7,124.0
RP11-77H9.8,6.0
C16orf72,160.0
RP11-473I1.5,81.0
ATF7IP2,267.0
RP11-609N14.1,2.0
EMP2,4.0
NUBP1,151.0
CIITA,4.0
DEXI,225.0
CLEC16A,29.0
RP11-66H6.3,12.0
RMI2,7.0
SOCS1,34.0
CTD-3088G3.8,6.0
LITAF,863.0
SNN,90.0
TXNDC11,129.0
RP11-490O6.2,11.0
ZC3H7A,197.0
RP11-486I11.2,7.0
RSL1D1,1766.0
GSPT1,392.0
RP11-166B2.5,9.0
RP11-166B2.1,14.0
SNX29,73.0
CPPED1,17.0
SHISA9,2.0
ERCC4,85.0
CTD-2135D7.2,5.0
MKL2,25.0
CTA-276F8.1,6.0
MIR193BHG,2.0
PARN,101.0
BFAR,280.0
NPIPA3,4.0
NPIPA1,32.0
NOMO1,36.0
PDXDC1,248.0
NTAN1,181.0
RRN3,150.0
RP11-72I8.1,3.0
NPIPA5,8.0
MPV17L,22.0
C16orf45,11.0
KIAA0430,153.0
NDE1,279.0
CTB-193M12.5,29.0
MYH11,90.0
AF001548.5,11.0
FOPNL,178.0
ABCC1,38.0
NOMO3,51.0
XYLT1,32.0
NOMO2,5.0
RPS15A,77215.0
ARL6IP1,843.0
SMG1,289.0
CTD-2288F12.1,18.0
TMC7,5.0
COQ7,132.0
GDE1,110.0
CCP110,50.0
C16orf62,69.0
KNOP1,238.0
IQCK,13.0
GPRC5B,4.0
ACSM3,30.0
ACSM1,5.0
THUMPD1,398.0
ERI2,2.0
AC004381.6,6.0
DCUN1D3,8.0
LYRM1,198.0
CTC-508F8.1,7.0
TMEM159,84.0
CRYM-AS1,5.0
METTL9,718.0
IGSF6,14.0
NPIPB4,20.0
UQCRC2,738.0
CTD-2649C14.3,3.0
C16orf52,60.0
SDR42E2,37.0
EEF2K,38.0
POLR3E,186.0
CDR2,122.0
RP11-21M24.2,2.0
NPIPB5,135.0
RP11-105C19.1,5.0
USP31,7.0
COG7,50.0
CTD-2270L9.4,7.0
GGA2,137.0
EARS2,18.0
UBFD1,36.0
NDUFAB1,626.0
PALB2,23.0
DCTN5,128.0
PLK1,5.0
PRKCB,461.0
RBBP6,378.0
TNRC6A,357.0
CTD-2515A14.1,21.0
ARHGAP17,58.0
RP11-266L9.5,3.0
LCMT1-AS1,11.0
LCMT1,200.0
LCMT1-AS2,3.0
ZKSCAN2,11.0
CTD-2547G23.4,129.0
KDM8,26.0
CTD-3203P2.1,5.0
NSMCE1,614.0
FLJ21408,19.0
IL4R,176.0
IL21R,54.0
GTF3C1,36.0
KIAA0556,18.0
XPO6,162.0
RP11-57A19.2,2.0
SBK1,65.0
NPIPB6,8.0
EIF3CL,17.0
RP11-435I10.4,7.0
CLN3,214.0
APOBR,20.0
RP11-666O2.2,19.0
SGF29,247.0
SULT1A2,2.0
SULT1A1,81.0
EIF3C,73.0
RP11-1348G14.4,3.0
RP11-1348G14.8,4.0
ATXN2L,282.0
RP11-24N18.1,6.0
TUFM,718.0
SH2B1,118.0
RP11-22P6.2,102.0
ATP2A1-AS1,9.0
RABEP2,75.0
NFATC2IP,387.0
RP11-264B17.2,4.0
RP11-264B17.4,2.0
SPNS1,210.0
LAT,1399.0
RP11-264B17.5,9.0
RP11-426C22.5,37.0
RP11-231C14.7,24.0
NPIPB11,22.0
BOLA2,6.0
RP11-345J4.5,36.0
SLX1B,2.0
SPN,413.0
QPRT,3.0
C16orf54,589.0
AC009133.17,6.0
KIF22,159.0
MAZ,353.0
AC009133.12,24.0
PRRT2,17.0
PAGR1,65.0
MVP,262.0
CDIPT,279.0
CDIPT-AS1,2.0
KCTD13,58.0
CTD-2574D22.2,5.0
TMEM219,784.0
TAOK2,43.0
HIRIP3,151.0
INO80E,195.0
DOC2A,2.0
ALDOA,3027.0
CTD-2515O10.5,4.0
PPP4C,668.0
TBX6,9.0
YPEL3,844.0
RP11-455F5.3,2.0
GDPD3,5.0
RP11-455F5.4,3.0
MAPK3,130.0
CORO1A,3528.0
RP11-455F5.5,76.0
BOLA2B,73.0
SLX1A,17.0
SULT1A3,39.0
RP11-347C12.1,25.0
CD2BP2,283.0
RP11-347C12.10,4.0
TBC1D10B,44.0
MYLPF,18.0
ZNF48,64.0
SEPT1,711.0
ZNF771,70.0
DCTPP1,147.0
SEPHS2,14.0
ITGAL,298.0
ZNF768,12.0
ZNF747,48.0
AC002310.12,85.0
ZNF764,40.0
ZNF688,232.0
AC002310.7,3.0
ZNF785,109.0
ZNF689,58.0
PRR14,199.0
FBRS,162.0
RP11-146F11.1,11.0
SRCAP,11.0
RP11-2C24.9,9.0
PHKG2,101.0
CCDC189,6.0
RNF40,79.0
ZNF629,21.0
RP11-2C24.7,2.0
BCL7C,213.0
MIR762HG,45.0
FBXL19-AS1,19.0
FBXL19,10.0
ORAI3,66.0
RP11-1072A3.4,3.0
SETD1A,52.0
STX1B,2.0
STX4,238.0
RP11-196G11.2,11.0
RP11-196G11.6,7.0
ZNF668,51.0
ZNF646,36.0
PRSS53,6.0
VKORC1,299.0
BCKDK,100.0
KAT8,246.0
PRSS36,9.0
FUS,2129.0
RP11-388M20.1,3.0
PYCARD,322.0
PYCARD-AS1,16.0
TRIM72,2.0
ITGAM,10.0
ZNF843,8.0
RP11-452L6.1,40.0
RP11-452L6.5,13.0
ARMC5,21.0
TGFB1I1,3.0
SLC5A2,9.0
AC026471.6,8.0
C16orf58,76.0
RP11-452L6.7,10.0
ZNF720,127.0
ZNF267,81.0
TP53TG3D,2.0
RP11-989E6.10,13.0
RP11-46D6.1,5.0
VPS35,565.0
ORC6,18.0
MYLK3,2.0
C16orf87,99.0
GPT2,12.0
DNAJA2,482.0
RP11-169E6.1,5.0
ITFG1,192.0
RP11-329J18.3,2.0
PHKB,195.0
LONP2,547.0
SIAH1,78.0
N4BP1,96.0
RP11-42I10.1,4.0
CNEP1R1,59.0
HEATR3,33.0
PAPD5,92.0
ADCY7,73.0
BRD7,307.0
NKD1,8.0
RP11-401P9.5,2.0
SNX20,206.0
NOD2,4.0
CYLD,605.0
CHD9,208.0
RP11-44F14.2,3.0
RP11-44F14.8,9.0
RBL2,710.0
AKTIP,325.0
RPGRIP1L,10.0
FTO,40.0
RP11-357N13.3,4.0
CES1,7.0
AMFR,104.0
RP11-413H22.2,46.0
NUDT21,235.0
OGFOD1,122.0
RP11-413H22.3,4.0
BBS2,89.0
MT2A,419.0
MT1E,5.0
MT1F,94.0
MT1X,265.0
NUP93,77.0
HERPUD1,782.0
NLRC5,137.0
CPNE2,2.0
FAM192A,232.0
RSPRY1,119.0
ARL2BP,492.0
PLLP,23.0
CX3CL1,3.0
CIAPIN1,141.0
COQ9,76.0
POLR2C,411.0
DOK4,8.0
CCDC102A,34.0
ADGRG5,3.0
ADGRG1,9.0
KATNB1,79.0
KIFC3,2.0
CTD-2600O9.2,2.0
TEPP,20.0
ZNF319,27.0
USB1,93.0
CFAP20,174.0
CSNK2A2,133.0
GINS3,8.0
RP11-481J2.3,3.0
NDRG4,3.0
SETD6,50.0
CNOT1,170.0
RP11-481J2.4,21.0
AC010287.1,44.0
SLC38A7,100.0
GOT2,95.0
RP11-21L1.1,3.0
LINC00920,77.0
TK2,24.0
RP11-403P17.3,5.0
RP11-403P17.4,3.0
CKLF,541.0
CKLF-CMTM1,2.0
CMTM3,363.0
CMTM4,3.0
DYNC1LI2,181.0
RP11-61A14.4,2.0
NAE1,400.0
RP11-61A14.1,3.0
PDP2,53.0
FAM96B,655.0
CES2,170.0
CES4A,38.0
CBFB,265.0
C16orf70,33.0
B3GNT9,3.0
TRADD,375.0
FBXL8,22.0
HSF4,7.0
NOL3,4.0
KIAA0895L,3.0
E2F4,238.0
ELMO3,12.0
LRRC29,12.0
TMEM208,257.0
FHOD1,46.0
SLC9A5,2.0
PLEKHG4,10.0
KCTD19,3.0
ATP6V0D1,193.0
RP11-297D21.4,87.0
FAM65A,34.0
CTD-2012K14.6,53.0
CTD-2012K14.7,4.0
CTCF,216.0
RLTPR,40.0
ACD,204.0
PARD6A,66.0
ENKD1,8.0
C16orf86,15.0
GFOD2,79.0
RANBP10,24.0
CENPT,189.0
THAP11,340.0
NUTF2,288.0
EDC4,4.0
PSKH1,31.0
CTC-479C5.12,82.0
PSMB10,447.0
LCAT,7.0
SLC12A4,12.0
DPEP3,4.0
DPEP2,227.0
DUS2,34.0
DDX28,132.0
NFATC3,410.0
RP11-96D1.11,2.0
PLA2G15,13.0
SLC7A6,225.0
SLC7A6OS,172.0
PRMT7,97.0
SMPD3,2.0
ZFP90,108.0
RP11-615I2.6,2.0
TANGO6,60.0
CHTF8,285.0
UTP4,94.0
SNTB2,53.0
VPS4A,256.0
COG8,204.0
NIP7,180.0
TMED6,3.0
TERF2,53.0
CYB5B,315.0
NFAT5,121.0
NQO1,74.0
CTD-2033A16.3,4.0
NOB1,464.0
WWP2,84.0
CLEC18A,6.0
PDPR,75.0
EXOSC6,272.0
AARS,525.0
DDX19B,136.0
DDX19A,176.0
ST3GAL2,277.0
RP11-529K1.4,4.0
FUK,22.0
COG4,88.0
SF3B3,232.0
VAC14,54.0
CMTR2,126.0
ZNF23,4.0
RP11-510M2.2,4.0
ZNF19,22.0
TAT-AS1,10.0
MARVELD3,5.0
PHLPP2,21.0
AP1G1,61.0
ATXN1L,68.0
IST1,257.0
ZNF821,33.0
DHODH,59.0
TXNL4B,50.0
DHX38,140.0
LINC01572,4.0
ZFHX3,10.0
AC009120.4,3.0
AC009120.10,25.0
AC009120.11,9.0
PSMD7,476.0
RP11-252A24.3,11.0
NPIPB15,29.0
GLG1,536.0
RFWD3,80.0
MLKL,58.0
WDR59,146.0
ZNRF1,7.0
ZFP1,34.0
CFDP1,474.0
RP11-77K12.9,7.0
TMEM170A,303.0
CHST6,5.0
TMEM231,6.0
GABARAPL2,1020.0
ADAT1,101.0
KARS,571.0
TERF2IP,734.0
MON1B,84.0
SYCE1L,39.0
NUDT7,50.0
WWOX,23.0
RP11-264L1.4,2.0
MAF,30.0
DYNLRB2,8.0
CDYL2,6.0
CMC2,239.0
CENPN,8.0
ATMIN,94.0
C16orf46,1.0
GCSH,139.0
RP11-55K13.1,13.0
GAN,129.0
CMIP,64.0
PLCG2,55.0
SDR42E1,21.0
RP11-510J16.5,3.0
MPHOSPH6,157.0
HSBP1,258.0
MLYCD,78.0
MBTPS1,207.0
RP11-505K9.1,13.0
HSDL1,61.0
DNAAF1,2.0
TAF1C,52.0
RP11-486L19.2,10.0
WFDC1,2.0
ATP2C2,4.0
TLDC1,33.0
COTL1,691.0
KLHL36,265.0
USP10,297.0
CRISPLD2,3.0
ZDHHC7,109.0
KIAA0513,17.0
GSE1,7.0
GINS2,14.0
C16orf74,134.0
EMC8,130.0
COX4I1,8509.0
IRF8,5.0
RP11-542M13.3,3.0
RP11-805I24.1,3.0
MTHFSD,67.0
C16orf95,9.0
RP11-178L8.7,11.0
FBXO31,48.0
MAP1LC3B,765.0
RP11-178L8.3,3.0
ZCCHC14,17.0
KLHDC4,104.0
RP4-536B24.4,8.0
SLC7A5,73.0
CA5A,10.0
BANP,151.0
RP11-863P13.3,5.0
ZFPM1,10.0
ZC3H18,215.0
CYBA,1931.0
MVD,107.0
SNAI3-AS1,14.0
SNAI3,29.0
RNF166,281.0
CTU2,55.0
PIEZO1,36.0
RP5-1142A6.2,4.0
RP5-1142A6.8,8.0
CDT1,3.0
APRT,1805.0
GALNS,42.0
TRAPPC2L,427.0
CTD-2555A7.2,2.0
ACSF3,139.0
CTD-2555A7.3,7.0
LINC00304,3.0
RP11-46C24.7,42.0
ZNF778,32.0
ANKRD11,737.0
AC137932.4,66.0
SPG7,362.0
RP11-104N10.1,9.0
RPL13,96161.0
CPNE7,10.0
CHMP1A,153.0
SPATA33,49.0
CDK10,137.0
RP11-368I7.4,4.0
SPATA2L,54.0
VPS9D1,10.0
ZNF276,260.0
FANCA,12.0
SPIRE2,4.0
TCF25,965.0
MC1R,10.0
DEF8,58.0
CENPBD1,43.0
DBNDD1,10.0
GAS8,15.0
FAM157C,23.0
RP11-356C4.3,51.0
AC137934.1,16.0
RP11-1228E12.2,1.0
RPH3AL,9.0
C17orf97,5.0
FAM101B,194.0
VPS53,216.0
GEMIN4,64.0
GLOD4,438.0
RNMTL1,75.0
TIMM22,187.0
ABR,133.0
YWHAE,395.0
CRK,201.0
RP11-818O24.3,7.0
MYO1C,31.0
INPP5K,120.0
PITPNA-AS1,294.0
PITPNA,52.0
SLC43A2,49.0
RILP,10.0
PRPF8,440.0
RP11-961A15.3,2.0
TLCD2,10.0
MIR22HG,14.0
WDR81,41.0
SERPINF1,5.0
SMYD4,166.0
RPA1,216.0
DPH1,9.0
HIC1,6.0
SMG6,142.0
SRR,17.0
TSR1,128.0
SGSM2,66.0
MNT,83.0
METTL16,196.0
PAFAH1B1,287.0
CLUH,29.0
RP11-74E22.3,10.0
RP11-74E22.8,7.0
RAP1GAP2,3.0
TRPV3,4.0
TRPV1,18.0
RP11-235E17.2,6.0
SHPK,98.0
CTNS,28.0
TAX1BP3,87.0
P2RX5-TAX1BP3,9.0
EMC6,477.0
P2RX5,19.0
ITGAE,152.0
CTD-3195I5.3,4.0
NCBP3,135.0
CAMKK1,10.0
ATP2A3,51.0
ZZEF1,121.0
CYB5D2,128.0
ANKFY1,72.0
UBE2G1,258.0
SPNS3,81.0
RP13-580F15.2,65.0
MYBBP1A,57.0
PELP1,119.0
RP11-314A20.2,7.0
ARRB2,517.0
MED11,319.0
CXCL16,8.0
PSMB6,606.0
RP11-81A22.5,5.0
PLD2,19.0
MINK1,48.0
C17orf107,3.0
GP1BA,39.0
SLC25A11,251.0
RNF167,397.0
PFN1,6121.0
ENO3,4.0
SPAG7,499.0
CAMTA2,52.0
RP5-1050D4.3,5.0
RP5-1050D4.5,1.0
KIF1C,59.0
AC109333.10,9.0
SLC52A1,7.0
ZFP3,20.0
ZNF232,58.0
USP6,6.0
ZNF594,42.0
RP11-333E1.1,11.0
SCIMP,7.0
RABEP1,144.0
NUP88,159.0
RP11-420A6.2,16.0
RPAIN,438.0
CTC-524C5.2,68.0
C1QBP,1190.0
DHX33,60.0
DERL2,243.0
MIS12,182.0
NLRP1,345.0
FAM64A,4.0
KIAA0753,12.0
TXNDC17,248.0
MED31,197.0
C17orf100,31.0
CTC-281F24.1,2.0
SLC13A5,4.0
XAF1,86.0
ALOX12-AS1,113.0
RP11-589P10.5,29.0
RNASEK,127.0
RNASEK-C17orf49,4.0
C17orf49,76.0
MIR497HG,3.0
SLC16A13,40.0
SLC16A11,22.0
DLG4,6.0
ACADVL,367.0
DVL2,162.0
PHF23,203.0
GABARAP,264.0
CTDNEP1,273.0
ELP5,174.0
CLDN7,0.0
EIF5A,862.0
GPS2,216.0
NEURL4,25.0
ACAP1,1229.0
KCTD11,11.0
TNK1,28.0
TMEM256-PLSCR3,7.0
TMEM256,593.0
NLGN2,5.0
TMEM102,78.0
CHRNB1,81.0
ZBTB4,158.0
POLR2A,155.0
TNFSF12,100.0
SENP3,28.0
EIF4A1,735.0
CD68,8.0
AC113189.5,45.0
MPDU1,106.0
FXR2,44.0
SAT2,645.0
TP53,259.0
WRAP53,46.0
KDM6B,211.0
NAA38,496.0
CYB5D1,21.0
CHD3,382.0
AC025335.1,51.0
KCNAB3,6.0
TRAPPC1,1134.0
CNTROB,43.0
ALOX12B,3.0
PER1,38.0
VAMP2,2636.0
TMEM107,133.0
RP11-599B13.7,2.0
BORCS6,154.0
LINC00324,70.0
CTC1,95.0
PFAS,26.0
RP11-849F2.9,4.0
SLC25A35,7.0
RANGRF,244.0
KRBA2,38.0
RP11-849F2.7,5.0
RPL26,52763.0
RNF222,10.0
NDEL1,129.0
MYH10,14.0
PIK3R5,44.0
STX8,169.0
GAS7,2.0
MYH3,30.0
SCO1,186.0
ADPRM,247.0
TMEM220,38.0
TMEM220-AS1,11.0
ZNF18,43.0
MAP2K4,59.0
ARHGAP44,36.0
ELAC2,112.0
COX10,31.0
AC005224.2,3.0
HS3ST3B1,111.0
RP11-214O1.2,11.0
RP11-214O1.3,41.0
TVP23C,15.0
RP11-385D13.3,32.0
TRIM16,61.0
ZNF286A,29.0
ADORA2B,1.0
ZSWIM7,281.0
TTC19,640.0
CTC-529I10.1,6.0
NCOR1,972.0
CTC-529I10.2,19.0
PIGL,94.0
CENPV,86.0
UBB,2770.0
RP11-138I1.4,1.0
RP11-138I1.2,8.0
TRPV2,73.0
LRRC75A,161.0
ZNF287,31.0
ZNF624,24.0
CCDC144A,78.0
RP11-219A15.1,10.0
MPRIP,264.0
MPRIP-AS1,37.0
PLD6,63.0
FLCN,266.0
RP11-45M22.5,3.0
COPS3,247.0
